fighter_id,name,nickname,display_name,age,gender,nation,height_cm,weight_class,weight_class_max_kg,camp,style,stance,handedness,personality_tag,career_tier,mental_archetype,punch_power,punch_accuracy,kick_power,kick_accuracy,head_movement,footwork,cardio,takedown_offense,takedown_defense,submission_offense,submission_defense,clinch_striking,clinch_offense,clinch_defense,top_control,bottom_game,cage_wrestling,scramble_ability,fight_iq,adaptability,speed_explosiveness,strength,durability,flexibility,recovery_rate,chin,overall_current,potential,mental_score,personality_aggression,personality_composure,personality_risk_taking,personality_killer_instinct,personality_patience,personality_ego,personality_focus,personality_morale,personality_grit,personality_discipline,personality_ambition,personality_loyalty,personality_charisma,personality_attention_seeking,personality_coachability,personality_professionalism,personality_resilience,personality_sportsmanship,personality_travel_comfort,personality_fatigue_tolerance,suggested_wins,suggested_losses,suggested_draws,suggested_total_fights,suggested_win_pct,promotion_id,promotion_tier,backstory_depth,bio,ref_orig_overall,ref_orig_potential,ref_orig_winpct_from_bio,ref_bio_template_matched
1927,Bruce Howard,The No-Easy-Night Exam,"Bruce Howard ""The No-Easy-Night Exam""",32,male,Canada,176,Middleweight,83.9,Steel Institute,Balanced,orthodox,right,Calm,Gatekeeper,Steady/Balanced,46,34,36,34,35,37,51,47,42,47,49,45,41,39,48,43,35,46,50,45,37,52,39,47,47,44,42.9,48,57.8,41,76,48,68,71,48,70,55,55,54,46,47,45,51,45,46,48,52,45,52,10,14,0,24,0.417,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"Bruce Howard won't headline a pay-per-view, but every prospect moving up the Middleweight ranks eventually has to get through a fighter like this. The gameplan usually starts with a gas tank that doesn't run empty, backed up by a sharp read of opponents mid-fight. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. The record stands at 10-14 across 24 professional fights. Fights in a promotion pushing hard to be the next big thing, usually across from someone trying to climb past this level.",56.8,82,,crowd_favorite_gatekeeper
1928,Dylan Reyes,All-Around Package,"Dylan Reyes ""All-Around Package""",37,male,United Kingdom,171,Flyweight,56.7,Northside Athletic,Balanced,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,60,57,59,60,56,48,58,60,58,59,55,56,62,63,57,61,59,59,64,58,51,58,55,55,51,55,57.5,61,55.8,53,68,44,58,72,49,76,47,47,46,55,54,46,47,54,50,47,54,45,53,10,9,0,19,0.526,P9,Tier3_Regional,Standard - career arc + 1-2 highlights,"Dylan Reyes is the kind of Flyweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with an active, dangerous guard, backed up by control against the fence. Dylan Reyes isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. 10-9 in 19 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",51.0,53,0.636,record_leads_no_title
1929,Hunter Peterson,The Package,"Hunter Peterson ""The Package""",37,male,United Kingdom,170,Flyweight,56.7,Nova Gym,Balanced,orthodox,right,Methodical,DecliningVet,Steady/Balanced,59,54,54,52,54,51,53,55,49,49,53,53,56,59,57,50,57,52,56,52,47,59,50,52,50,42,52.9,62,56.9,49,64,44,58,77,49,72,55,55,49,45,47,46,47,53,52,52,55,49,47,22,32,0,54,0.407,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"There was a time when Hunter Peterson felt like a lock for a title run. These days the story is more about staying relevant than climbing back. Opponents tend to game-plan around raw physical strength first — fence-wrestling that wears opponents down is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 22-32 in 54 fights tells most of the story. Still fighting on a card that draws real regional attention, on what looks like the back half of a long career.",51.3,55,0.636,veteran_gatekeeper
1930,Pedro Fernandez,Chaos,"Pedro Fernandez ""Chaos""",25,male,Argentina,170,Featherweight,65.8,Victory Athletic,Brawler,switch,right,Methodical,Gatekeeper,Steady/Balanced,57,38,41,38,43,40,45,41,43,35,48,55,55,53,51,42,49,39,35,32,56,59,62,38,49,48,45.8,46,55.6,51,67,40,64,74,49,74,47,54,45,46,55,45,47,50,45,46,45,46,47,5,6,0,11,0.455,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Pedro Fernandez is the kind of Featherweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with a chin that's absorbed some heavy shots, backed up by genuine one-punch power. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. The record stands at 5-6 across 11 professional fights. Fights on hometown cards far from the big lights, usually across from someone trying to climb past this level.",48.7,60,,unspectacular_filler
1931,Scott Nelson,The Calculated Chess Master,"Scott Nelson ""The Calculated Chess Master""",32,male,United Kingdom,183,Middleweight,83.9,Brutal Martial Arts,Counter-Striker,southpaw,right,Methodical,Gatekeeper,Steady/Balanced,60,74,60,53,80,61,51,39,51,41,45,48,47,44,34,32,45,47,86,53,45,50,56,60,46,46,52.1,54,56.5,51,66,45,65,73,47,71,50,50,48,45,45,54,51,53,49,50,52,45,54,17,16,1,34,0.5,P5,Tier3_Regional,Standard - career arc + 1-2 highlights,"Scott Nelson is the kind of Middleweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with footwork that's hard to corner, backed up by a sharp read of opponents mid-fight. Scott Nelson isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 17-16-1 across 34 professional fights. Fights grinding on the local scene, usually across from someone trying to climb past this level.",47.5,46,0.333,crowd_pleaser_not_titles
1932,Amy Richardson,Architect,"Amy Richardson ""Architect""",34,female,United Kingdom,167,Strawweight,52.2,Phoenix Training Camp,Counter-Striker,orthodox,right,Calm,DecliningVet,Steady/Balanced,61,68,62,68,70,62,52,44,61,42,45,60,43,54,41,55,44,59,83,63,60,59,57,54,53,56,56.8,64,56.4,45,72,46,50,72,47,71,53,49,49,51,53,53,55,54,51,55,50,46,54,9,18,0,27,0.333,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"There was a time when Amy Richardson felt like a lock for a title run. These days the story is more about staying relevant than climbing back. A scary-accurate jab is the calling card, with pinpoint kicking range not far behind. Amy Richardson isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. 9-18 in 27 fights tells most of the story. Still fighting on a well-regarded mid-tier circuit, on what looks like the back half of a long career.",54.2,68,,(none - fallback used)
1933,Lawrence Robinson,Tested Exam,"Lawrence Robinson ""Tested Exam""",37,male,United Kingdom,178,Middleweight,83.9,Independent camp,Grappler,orthodox,right,Aggressive,Gatekeeper,Fragile - fades under pressure,46,49,42,47,46,53,48,59,46,67,61,50,50,61,61,68,52,73,65,59,48,53,44,65,48,43,54.0,56,51.8,76,39,72,69,31,53,56,47,45,53,52,55,51,49,55,51,46,46,48,52,19,18,0,37,0.514,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Lawrence Robinson shows flashes against lesser competition, but the jump in class keeps exposing the same cracks. An unusually flexible frame is the calling card, with constant danger on the ground not far behind. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. Professionally, Lawrence Robinson is 19-18 through 37 fights. Fights on hometown cards far from the big lights, usually across from someone trying to climb past this level.",48.9,44,,unglamorous_middle
1934,Scott Scott,Tested Exam,"Scott Scott ""Tested Exam""",27,male,Australia,184,Lightweight,70.3,Granite Training Center,Grappler,orthodox,right,Calm,Gatekeeper,Steady/Balanced,44,45,36,43,36,49,52,57,57,57,58,44,55,49,66,59,56,63,53,54,52,49,52,62,60,45,52.0,56,56.5,50,71,42,55,70,49,71,48,54,51,53,55,45,49,48,54,48,53,47,55,7,7,1,15,0.467,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"Scott Scott won't headline a pay-per-view, but every prospect moving up the Lightweight ranks eventually has to get through a fighter like this. A knack for recovering between rounds is the calling card, with an unusually flexible frame not far behind. Scott Scott isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 7-7-1 across 15 professional fights. A reliable measuring-stick fight for whoever's moving up next.",57.6,64,,stalled_journeyman
1935,Joe King,The Precise Sniper,"Joe King ""The Precise Sniper""",22,male,United Kingdom,173,Welterweight,77.1,Iron Training Camp,Striker,orthodox,left,Showman,Unproven,Fragile - fades under pressure,51,46,45,46,48,40,45,32,40,19,33,38,28,28,22,33,33,36,33,32,48,38,39,42,40,41,37.5,53,49.9,60,51,62,57,45,71,52,55,53,46,47,46,78,70,47,46,47,48,52,51,3,2,0,5,0.6,P7,Tier3_Regional,Minimal - record only,"Early returns on Joe King are mixed — moments of real promise, undercut by nights where things fall apart fast. Opponents tend to game-plan around a scary-accurate jab first — genuine one-punch power is what usually catches them out anyway. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. 3-2 in 5 fights tells most of the story. Too early to know what this career becomes.",58.5,74,1.0,coinflip_early_career
1936,Brandon Nelson,Sharp Sniper,"Brandon Nelson ""Sharp Sniper""",30,male,United Kingdom,185,Light Heavyweight,93.0,Legion Training Center,Striker,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,45,58,54,53,54,53,47,36,45,34,35,54,41,51,34,29,44,46,59,47,56,47,49,44,46,48,46.5,51,55.4,48,62,46,63,77,41,71,51,45,54,54,51,54,54,52,46,50,49,50,46,6,4,0,10,0.6,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"Brandon Nelson won't headline a pay-per-view, but every prospect moving up the Light Heavyweight ranks eventually has to get through a fighter like this. Opponents tend to game-plan around damage in the clinch first — a scary-accurate jab is what usually catches them out anyway. Brandon Nelson isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 6-4 across 10 professional fights. Fights on a card that draws real regional attention, usually across from someone trying to climb past this level.",45.0,46,0.647,crowd_pleaser_not_titles
1937,Joshua Bailey,The Weight,"Joshua Bailey ""The Weight""",41,male,United Kingdom,183,Bantamweight,61.2,Bushi Conditioning,Grappler,orthodox,right,Aggressive,DecliningVet,Steady/Balanced,38,44,34,40,33,41,46,55,52,62,56,37,56,59,57,61,49,67,62,62,34,48,43,42,43,41,48.5,56,53.4,79,47,67,70,38,54,53,53,45,46,55,46,48,49,54,64,48,63,51,53,19,46,0,65,0.292,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"There was a time when Joshua Bailey felt like a lock for a title run. These days the story is more about staying relevant than climbing back. Scrambling that turns bad spots good is the calling card, with constant danger on the ground not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 19-46 in 65 fights tells most of the story. Still fighting on hometown cards far from the big lights, on what looks like the back half of a long career.",58.7,78,,fight_count_defines_veteran
1938,Zachary Hughes,Sniper Trigger,"Zachary Hughes ""Sniper Trigger""",26,male,United States,184,Welterweight,77.1,Mountain Combat Sports,Striker,orthodox,right,Quiet Professional,Gatekeeper,Grinder - overperforms tools,61,60,61,62,59,58,57,38,40,36,47,55,36,46,39,36,39,42,56,41,67,47,54,41,60,55,49.7,52,61.2,49,72,36,66,70,39,72,54,54,49,47,50,45,25,55,76,46,46,48,45,11,7,1,19,0.579,P9,Tier3_Regional,Standard - career arc + 1-2 highlights,"What Zachary Hughes lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. Opponents tend to game-plan around pinpoint kicking range first — explosive first-step speed is what usually catches them out anyway. Zachary Hughes isn't going to out-talent anybody — the fight IQ and the mental side of the sport close that gap most nights. Professionally, Zachary Hughes is 11-7-1 through 19 fights. A reliable measuring-stick fight for whoever's moving up next.",55.2,90,,crowd_favorite_gatekeeper
1939,Austin Turner,Iron Mat King,"Austin Turner ""Iron Mat King""",36,male,United Kingdom,186,Middleweight,83.9,Sunset Boxing,Wrestler,orthodox,right,Showman,DecliningVet,Fragile - fades under pressure,58,51,47,47,41,47,63,77,77,49,58,48,61,59,69,56,78,63,62,53,53,64,63,50,56,51,57.7,63,51.2,65,51,67,63,43,79,50,53,55,47,50,45,79,73,49,46,49,55,53,54,13,34,0,47,0.277,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"Once a real threat in the Middleweight division, Austin Turner now finds the biggest occasions harder and harder to rise to. Opponents tend to game-plan around takedown defense that frustrates grapplers first — a wrestler's knack for putting people on the mat is what usually catches them out anyway. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. 13-34 in 47 fights tells most of the story. Retirement talk follows, quietly, after every loss now.",55.2,61,,turning_point_decline
1940,Jeremy Nelson,The Exam,"Jeremy Nelson ""The Exam""",28,male,United Kingdom,191,Light Heavyweight,93.0,Independent camp,Wrestler,orthodox,right,Showman,Gatekeeper,Fragile - fades under pressure,42,43,35,34,39,40,47,64,74,38,52,43,52,69,72,42,72,59,53,56,49,66,51,39,53,51,51.3,53,51.1,56,47,70,74,35,78,45,52,47,47,53,46,72,76,48,49,52,49,55,48,10,13,0,23,0.435,P7,Tier3_Regional,Standard - career arc + 1-2 highlights,"There's a ceiling on what Jeremy Nelson can do, and it tends to show up right when a fight starts to matter. The gameplan usually starts with suffocating top position, backed up by takedown defense that frustrates grapplers. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. 10-13 in 23 fights tells most of the story. Fights on hometown cards far from the big lights, usually across from someone trying to climb past this level.",58.8,91,,crowd_favorite_gatekeeper
1941,Aaron Martin,Plowhorse,"Aaron Martin ""Plowhorse""",31,male,United States,172,Featherweight,65.8,Southside Martial Arts,Wrestler,orthodox,right,Aggressive,Gatekeeper,Fragile - fades under pressure,49,54,42,36,43,46,53,90,76,55,54,46,54,64,80,49,81,60,54,49,47,59,53,49,54,50,55.7,59,51.0,72,42,72,65,34,55,55,53,47,49,50,49,45,45,51,47,52,51,45,50,14,16,2,32,0.438,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"There's a ceiling on what Aaron Martin can do, and it tends to show up right when a fight starts to matter. The gameplan usually starts with suffocating top position, backed up by takedown defense that frustrates grapplers. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. Professionally, Aaron Martin is 14-16-2 through 32 fights. A reliable measuring-stick fight for whoever's moving up next.",52.7,48,,unspectacular_filler
1942,Paul Cook,The Heavy Ground Zero,"Paul Cook ""The Heavy Ground Zero""",23,male,United Kingdom,180,Welterweight,77.1,Crown Lab,Grappler,orthodox,right,Calm,Gatekeeper,Steady/Balanced,40,50,43,52,43,49,61,64,59,64,63,48,63,65,61,68,61,65,60,58,49,55,59,61,60,46,56.4,60,56.0,48,79,41,53,73,45,70,49,47,49,50,52,49,55,48,53,49,46,50,45,3,3,0,6,0.5,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Paul Cook won't headline a pay-per-view, but every prospect moving up the Welterweight ranks eventually has to get through a fighter like this. Defensive discipline in tight spaces is the calling card, with an active, dangerous guard not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Paul Cook is 3-3 through 6 fights. A reliable measuring-stick fight for whoever's moving up next.",58.9,69,0.5,crowd_pleaser_not_titles
1943,Jeffrey Lewis,The Patient Grappler,"Jeffrey Lewis ""The Patient Grappler""",30,male,United Kingdom,166,Featherweight,65.8,Brutal Boxing,Grappler,orthodox,left,Aggressive,Gatekeeper,Steady/Balanced,29,43,30,31,31,35,44,51,52,52,53,28,51,47,53,59,46,55,52,45,32,39,41,46,45,32,43.2,46,52.2,79,42,71,67,34,54,59,52,51,53,55,53,51,47,48,53,45,50,52,50,8,7,0,15,0.533,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Jeffrey Lewis is the kind of Featherweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with suffocating top position, backed up by an active, dangerous guard. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 8-7 in 15 fights tells most of the story. Fights grinding on the local scene, usually across from someone trying to climb past this level.",57.4,70,,never_ranked_but_respected
1944,Donald Roberts,The Chaos,"Donald Roberts ""The Chaos""",39,male,United Kingdom,169,Flyweight,56.7,Independent camp,Brawler,switch,right,Calm,DecliningVet,Steady/Balanced,67,49,56,50,51,51,53,46,53,43,62,57,59,60,60,47,59,48,48,52,47,62,65,41,55,51,53.5,61,54.9,44,75,47,53,78,48,65,52,50,49,53,51,51,52,50,47,50,51,46,55,20,35,0,55,0.364,P7,Tier3_Regional,Standard - career arc + 1-2 highlights,"Donald Roberts has been around long enough to have a signature win and a signature loss — the Flyweight division has mostly moved on since. A scramble instinct that survives bad positions is the calling card, with a chin that's absorbed some heavy shots not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 20-35 in 55 fights tells most of the story. Still fighting on hometown cards far from the big lights, on what looks like the back half of a long career.",43.9,49,0.8,veteran_gatekeeper
1945,Kathleen Nguyen,Finisher,"Kathleen Nguyen ""Finisher""",25,female,United Kingdom,159,Featherweight,65.8,Southside Martial Arts,Striker,orthodox,right,Aggressive,Fringe,Fragile - fades under pressure,36,41,41,37,40,39,31,17,20,13,18,33,13,27,17,21,21,32,32,27,37,28,38,26,36,27,28.8,37,51.5,71,42,73,75,37,52,55,51,50,46,53,50,47,51,48,49,47,50,53,49,2,5,0,7,0.286,P9,Tier3_Regional,Minimal - record only,"Kathleen Nguyen has struggled to find footing at Featherweight, and the results have followed — outclassed more nights than not. The gameplan usually starts with a scary-accurate jab, backed up by footwork that's hard to corner. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. The record stands at 2-5 across 7 professional fights. A regular presence on regional cards, rarely a headliner.",47.8,58,,(none - fallback used)
1946,Zachary White,The Loose Mayhem,"Zachary White ""The Loose Mayhem""",31,male,United Kingdom,180,Middleweight,83.9,Mountain Combat Sports,Brawler,orthodox,left,Showman,Gatekeeper,Fragile - fades under pressure,56,43,47,45,32,36,49,39,41,31,37,55,48,48,43,38,53,46,39,35,55,50,58,36,62,49,45.0,45,50.6,61,48,67,56,43,78,47,48,53,53,46,49,79,70,54,47,47,53,45,51,11,15,0,26,0.423,P5,Tier3_Regional,Standard - career arc + 1-2 highlights,"Zachary White shows flashes against lesser competition, but the jump in class keeps exposing the same cracks. Genuine one-punch power is the calling card, with damage in the clinch not far behind. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. Professionally, Zachary White is 11-15 through 26 fights. A reliable measuring-stick fight for whoever's moving up next.",48.8,63,0.438,roster_filler
1947,George Nguyen,Sharp Trigger,"George Nguyen ""Sharp Trigger""",23,male,United Kingdom,194,Heavyweight,120.2,Independent camp,Striker,orthodox,right,Aggressive,Unproven,Steady/Balanced,58,59,63,60,65,58,62,46,45,37,51,61,48,49,41,41,52,45,56,49,65,61,60,57,63,53,54.0,68,52.4,73,40,65,73,33,56,58,48,52,47,48,51,53,50,54,48,47,48,48,53,3,2,0,5,0.6,P5,Tier3_Regional,Minimal - record only,"George Nguyen has the look of a fighter who could go either way — the tools are there, the résumé just isn't long enough to say for sure yet. Opponents tend to game-plan around elusive head movement first — a knack for recovering between rounds is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, George Nguyen is 3-2 through 5 fights. Too early to know what this career becomes.",50.4,58,0.286,coinflip_early_career
1948,Billy Brown,Toolbox,"Billy Brown ""Toolbox""",19,male,United Kingdom,167,Flyweight,56.7,Eastside Dojo,Balanced,orthodox,right,Methodical,Unproven,Steady/Balanced,46,40,40,43,45,38,46,39,40,45,43,41,43,39,38,39,44,47,38,44,43,41,42,45,38,42,41.9,56,54.4,48,62,47,56,72,42,73,48,48,52,54,49,48,52,46,51,47,51,47,54,1,0,0,1,1.0,P6,Tier3_Regional,Minimal - record only,"It's early for Billy Brown. Grinding on the local scene, and there isn't enough tape yet to know what this becomes. Scrambling that turns bad spots good is the calling card, with genuine one-punch power not far behind. Billy Brown isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. 1-0. A short professional résumé so far, at 1 fight. Fighting grinding on the local scene while the sample size builds.",48.8,50,0.5,straightforward_prospect_record
1949,Jonathan Collins,The Wild Wildman,"Jonathan Collins ""The Wild Wildman""",27,male,United Kingdom,189,Middleweight,83.9,Northside Athletic,Brawler,orthodox,right,Showman,Gatekeeper,Fragile - fades under pressure,81,53,64,49,47,45,55,51,56,42,57,71,62,58,51,41,63,56,43,48,58,76,71,55,65,58,56.8,63,50.8,57,46,66,61,43,79,46,49,52,52,54,53,75,73,46,53,50,45,49,55,2,7,0,9,0.222,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Jonathan Collins shows flashes against lesser competition, but the jump in class keeps exposing the same cracks. Opponents tend to game-plan around a chin that's absorbed some heavy shots first — genuine one-punch power is what usually catches them out anyway. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. 2-7 in 9 fights tells most of the story. Fights on the sport's biggest stage, usually across from someone trying to climb past this level.",51.1,70,,stalled_journeyman
1950,Martha Garcia,The Anchor,"Martha Garcia ""The Anchor""",37,female,United Kingdom,161,Atomweight,47.6,Bear Gym,Wrestler,orthodox,right,Calm,DecliningVet,Steady/Balanced,51,46,39,51,43,48,58,86,66,48,65,54,59,67,75,48,77,62,58,66,48,61,51,37,61,56,57.0,64,55.8,41,70,40,60,70,46,68,50,49,53,48,51,55,51,48,49,49,47,50,51,17,20,0,37,0.459,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Martha Garcia has been around long enough to have a signature win and a signature loss — the Atomweight division has mostly moved on since. Opponents tend to game-plan around a wrestler's knack for putting people on the mat first — defensive discipline in tight spaces is what usually catches them out anyway. Martha Garcia isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 17-20 across 37 professional fights. Still fighting grinding on the local scene, on what looks like the back half of a long career.",57.3,65,0.529,veteran_gatekeeper
1951,Hunter Ramirez,The Overtime Workhorse,"Hunter Ramirez ""The Overtime Workhorse""",26,male,United States,177,Welterweight,77.1,Brutal Boxing,Brawler,switch,right,Methodical,Gatekeeper,Grinder - overperforms tools,82,62,50,53,52,41,66,50,64,47,55,63,62,63,55,53,56,58,39,49,55,69,75,45,67,54,57.1,59,59.1,51,68,43,63,73,46,77,50,45,55,52,49,53,52,50,67,48,61,53,49,7,7,0,14,0.5,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"What Hunter Ramirez lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. The gameplan usually starts with a chin that's absorbed some heavy shots, backed up by raw physical strength. Discipline and a refusal to have a bad camp go to waste have carried Hunter Ramirez further than raw ability ever would have. 7-7 in 14 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",45.4,48,0.625,(none - fallback used)
1952,Alexander Lund,The Package,"Alexander Lund ""The Package""",20,male,Sweden,175,Featherweight,65.8,Cobra Grappling,Balanced,orthodox,right,Calm,Unproven,Steady/Balanced,53,56,42,45,48,49,55,55,53,53,56,54,50,53,54,54,58,55,50,54,56,54,52,59,56,52,52.9,68,54.0,40,70,48,53,71,43,66,46,54,45,54,54,52,55,51,47,46,54,50,52,1,1,0,2,0.5,P8,Tier3_Regional,Minimal - record only,"Alexander Lund has the look of a fighter who could go either way — the tools are there, the résumé just isn't long enough to say for sure yet. Opponents tend to game-plan around an unusually flexible frame first — explosive first-step speed is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 1-1. A short professional résumé so far, at 2 fights. Fighting grinding on the local scene while the sample size builds.",57.4,64,0.5,coinflip_early_career
1953,Aaron Mendoza,The Sniper Trigger,"Aaron Mendoza ""The Sniper Trigger""",24,male,United Kingdom,172,Featherweight,65.8,Mountain Combat Sports,Striker,southpaw,left,Showman,Unproven,Fragile - fades under pressure,64,60,64,54,59,67,64,43,52,41,45,57,48,50,42,39,47,48,59,57,65,56,60,54,61,57,54.3,67,49.4,60,47,67,60,36,79,48,45,47,48,53,46,78,72,47,50,48,48,45,48,2,2,0,4,0.5,P9,Tier3_Regional,Minimal - record only,"Early returns on Aaron Mendoza are mixed — moments of real promise, undercut by nights where things fall apart fast. The gameplan usually starts with kicks that change a stance permanently, backed up by a gas tank that doesn't run empty. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. The record stands at 2-2 across 4 professional fights. Fighting on the regional circuit while the sample size builds.",49.2,59,0.5,straightforward_prospect_record
1954,Scott Hernandez,Marksman,"Scott Hernandez ""Marksman""",27,male,United Kingdom,177,Bantamweight,61.2,Anvil MMA,Striker,orthodox,right,Showman,Gatekeeper,Steady/Balanced,64,66,63,64,66,69,64,44,50,37,50,61,49,46,53,43,51,54,58,55,65,55,59,52,61,49,55.7,59,54.1,63,54,64,58,41,79,53,49,51,50,46,47,75,80,52,60,55,58,46,52,7,7,0,14,0.5,P7,Tier3_Regional,Standard - career arc + 1-2 highlights,"Scott Hernandez won't headline a pay-per-view, but every prospect moving up the Bantamweight ranks eventually has to get through a fighter like this. Opponents tend to game-plan around explosive first-step speed first — elusive head movement is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Scott Hernandez is 7-7 through 14 fights. A reliable measuring-stick fight for whoever's moving up next.",53.0,70,0.667,(none - fallback used)
1955,Scott Martin,The Wrestler,"Scott Martin ""The Wrestler""",18,male,United Kingdom,181,Lightweight,70.3,Fight Dojo,Wrestler,southpaw,right,Aggressive,Prospect,Bottler - underperforms tools,42,52,40,38,37,43,54,73,71,43,53,49,66,64,73,50,65,63,42,44,67,64,52,54,63,46,54.2,86,51.8,70,41,72,70,37,57,56,53,49,47,51,55,47,47,48,53,50,52,54,50,1,0,0,1,1.0,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Scott Martin looked like the next big thing early — then the schedule got harder, and the finishes stopped coming as easily. Suffocating top position is the calling card, with a wrestler's knack for putting people on the mat not far behind. Camp always talks about the ceiling. Fight night has a habit of talking about something else. 1-0. A short professional résumé so far, at 1 fight. Matchmakers are already circling for the next step up.",62.6,78,0.5,prospect_flameout
1956,Brandon Jenkins,The Clocking-In,"Brandon Jenkins ""The Clocking-In""",26,male,United States,167,Bantamweight,61.2,Spartan Gym,Grappler,orthodox,right,Calm,Gatekeeper,Grinder - overperforms tools,42,47,41,41,39,43,51,53,46,67,56,37,50,57,65,59,40,64,51,47,43,45,42,55,47,43,48.9,49,58.8,41,78,47,59,75,50,70,51,46,53,47,46,47,48,48,69,47,59,45,49,6,8,0,14,0.429,P3,Tier2_Mid,Standard - career arc + 1-2 highlights,"What Brandon Jenkins lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. An active, dangerous guard is the calling card, with scrambling that turns bad spots good not far behind. Discipline and a refusal to have a bad camp go to waste have carried Brandon Jenkins further than raw ability ever would have. The record stands at 6-8 across 14 professional fights. A reliable measuring-stick fight for whoever's moving up next.",53.5,54,0.667,(none - fallback used)
1957,Valdir Rezende,Patient Anchor,"Valdir Rezende ""Patient Anchor""",25,male,Brazil,182,Middleweight,83.9,Dragon Wrestling,Grappler,orthodox,right,Calm,Gatekeeper,Grinder - overperforms tools,50,48,43,46,46,51,50,73,43,58,66,46,52,67,56,61,63,64,51,51,48,54,48,54,50,49,53.4,53,58.4,47,79,43,59,73,45,67,49,46,55,45,51,46,45,54,62,45,57,53,48,5,7,0,12,0.417,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Valdir Rezende isn't the most gifted athlete on the roster, and it stopped mattering a long time ago — the record speaks for itself. A scramble instinct that survives bad positions is the calling card, with defensive discipline in tight spaces not far behind. Discipline and a refusal to have a bad camp go to waste have carried Valdir Rezende further than raw ability ever would have. The record stands at 5-7 across 12 professional fights. Fights on hometown cards far from the big lights, usually across from someone trying to climb past this level.",51.3,49,0.667,(none - fallback used)
